roll, pitch, yaw, x accel, y accel, z accel
1255, 2412, -2741, 621, 547, -95
1524, 2460, -3024, 556, 375, -212
1842, 2873, -2896, 655, 470, -26
1965, 3139, -2785, 578, 419, -71
2084, 3283, -2778, 573, 333, -125
2152, 3064, -2764, 607, 346, -73
2344, 3152, -2653, 645, 364, -72
2526, 2977, -2743, 638, 398, -74
2514, 2766, -2501, 679, 443, -19
2321, 2609, -2559, 631, 464, -22
2099, 2573, -2213, 645, 454, 18
1955, 2205, -2179, 606, 426, -20
1621, 2134, -2364, 647, 446, 26
1539, 2182, -1994, 676, 434, -29
1194, 1646, -1953, 647, 394, -55
862, 1815, -1944, 738, 361, -88
499, 1929, -1701, 764, 332, -69
264, 1992, -1716, 786, 311, -158
31, 1895, -1551, 834, 307, -185
-105, 1942, -1289, 853, 309, -280
-135, 2046, -1211, 867, 230, -388
-230, 2125, -1023, 811, 171, -373
-146, 1691, -1141, 845, 199, -322
-201, 1676, -1047, 821, 222, -359
-387, 1437, -923, 828, 246, -326
-499, 1308, -793, 790, 271, -358
-659, 978, -813, 758, 240, -384
-866, 758, -669, 724, 210, -403
-1250, 298, -576, 731, 198, -447
-1043, -173, -398, 675, 311, -438
-1101, -477, -57, 768, 203, -562
-1072, -850, 75, 774, 231, -501
-1076, -1354, 58, 780, 203, -517
-1040, -1739, 160, 771, 281, -506
-880, -2028, 353, 790, 326, -595
-1018, -2661, 227, 790, 356, -578
-1051, -3222, 412, 788, 411, -555
-772, -3431, 238, 788, 411, -508
-836, -3767, 614, 771, 401, -519
-712, -4026, 773, 701, 403, -517
-658, -4299, 670, 670, 412, -513
-941, -4742, 837, 637, 461, -547
-880, -5194, 807, 609, 486, -572
-791, -5320, 832, 569, 518, -525
-1210, -5693, 930, 545, 491, -471
-1029, -5870, 821, 508, 452, -427
-1114, -5839, 835, 472, 455, -414
-1216, -5952, 1096, 440, 473, -384
-1288, -6040, 1025, 412, 503, -394
-1553, -6091, 1311, 380, 499, -388
-1641, -6269, 1338, 356, 541, -353
-1732, -6219, 1526, 350, 554, -378
-1883, -6153, 1829, 390, 601, -404
-2145, -6150, 1882, 335, 580, -425
-2368, -6489, 2282, 317, 581, -424
-2438, -6489, 2451, 323, 546, -387
-2673, -6485, 2588, 293, 503, -405
-2629, -6396, 2735, 289, 477, -391
-2911, -6292, 2976, 275, 436, -365
-3088, -6351, 3193, 231, 447, -356
-3093, -6259, 3234, 209, 456, -407
-3287, -6058, 3606, 180, 480, -368
-3265, -5744, 3664, 208, 580, -289
-3245, -5556, 3952, 182, 580, -265
-3200, -5350, 4183, 161, 590, -273
-3241, -5203, 4464, 137, 557, -261
-3054, -4782, 4709, 124, 525, -204
-3040, -4796, 4645, 87, 521, -189
-2825, -5019, 4711, 120, 580, -175
-2733, -4965, 4829, 80, 666, -181
-2495, -5045, 4821, 56, 716, -131
-2260, -5204, 4796, 44, 736, -84
-2225, -5430, 4791, -18, 784, -1
-1843, -5596, 4697, -28, 820, 78
-1803, -5570, 4641, -37, 806, 163
-1591, -5711, 4594, -36, 807, 249
-1080, -5774, 4529, -24, 823, 230
-1053, -5968, 4381, 9, 805, 225
-939, -6129, 4463, -11, 836, 369
-655, -6496, 4519, 22, 799, 382
-611, -6510, 4446, -29, 819, 464
-433, -6582, 4568, -50, 754, 527
-501, -6825, 4647, -97, 768, 598
-744, -7022, 4586, -122, 814, 647
-1144, -7407, 4658, -60, 870, 605
-1144, -7296, 5061, -111, 919, 671
-1720, -7597, 4961, -117, 918, 680
-1770, -7708, 5329, -107, 964, 669
-2214, -7798, 5597, -148, 1034, 666
-2484, -7882, 5560, -180, 1018, 681
-2578, -7966, 5914, -151, 1004, 667
-2714, -8012, 5969, -51, 1035, 694
-2835, -7823, 6104, -54, 1007, 722
-3048, -7343, 6231, -44, 976, 710
-2925, -6959, 6401, -21, 970, 663
-2805, -6656, 6432, -6, 1064, 581
-2859, -6267, 6494, 3, 1152, 534
-2533, -5873, 6375, 24, 1209, 411
-2324, -5394, 6493, 1, 1210, 481
-2114, -4934, 6308, 0, 1189, 506
-1753, -4414, 6324, 11, 1206, 452
-1480, -4054, 6185, -9, 1179, 407
-1105, -3250, 5859, -28, 1191, 428
-619, -2566, 5750, -46, 1187, 400
-118, -2140, 5649, -59, 1171, 392
24, -1334, 5519, -57, 1136, 371
387, -1015, 5281, -75, 1102, 394
737, -277, 4920, -57, 1097, 418
987, 308, 5084, -51, 1050, 367
1080, 826, 4723, -49, 1026, 377
1312, 1063, 4774, 17, 1021, 378
1279, 1609, 4698, 40, 1001, 392
1513, 1938, 4710, 61, 1016, 408
1592, 2301, 4704, 56, 1050, 384
1693, 2451, 4913, 76, 1051, 354
1654, 2519, 5024, 69, 1053, 378
1764, 2707, 5292, 101, 1086, 416
1847, 3100, 5544, 76, 1108, 448
1868, 3263, 5745, 38, 1095, 513
1684, 3487, 5714, 3, 1065, 521
1783, 3845, 6002, -52, 1056, 543
1842, 4144, 6099, -69, 1028, 596
1811, 4650, 6244, -143, 1056, 600
1641, 4935, 6237, -154, 1065, 608
1582, 5298, 6300, -196, 1050, 657
1336, 5682, 6393, -248, 1034, 642
1042, 6036, 6149, -298, 1033, 674
1002, 6477, 6057, -322, 1005, 650
990, 6706, 5841, -391, 994, 632
689, 7219, 5536, -382, 982, 631
740, 7381, 5308, -368, 990, 622
507, 7393, 5193, -408, 984, 629
470, 7389, 4795, -378, 973, 614
490, 7385, 4544, -462, 974, 627
536, 7383, 3824, -335, 972, 628
450, 7380, 3737, -359, 965, 568
346, 7378, 3342, -316, 982, 598
466, 7372, 2744, -311, 982, 561
549, 7369, 2388, -285, 981, 533
855, 7365, 1958, -309, 967, 535
1045, 7361, 1374, -230, 934, 507
1345, 7358, 991, -242, 922, 480
1559, 7354, 499, -195, 874, 472
1970, 7351, 245, -159, 843, 425
2154, 7347, -207, -111, 794, 417
2412, 7343, -518, -93, 751, 451
2431, 7340, -762, -46, 703, 432
2819, 7336, -1242, -48, 662, 470
2934, 7332, -1770, -34, 600, 490
3250, 7326, -2028, -79, 600, 493
3477, 7324, -2387, -63, 558, 499
3568, 7320, -2778, -96, 512, 468
3881, 7318, -3117, -90, 475, 502
4126, 7315, -3522, -135, 474, 444
4146, 7315, -3969, -124, 476, 383
4313, 7312, -4241, -144, 450, 349
4289, 7311, -4397, -120, 468, 305
4116, 7310, -4573, -82, 405, 263
4303, 7310, -4876, -44, 367, 137
4292, 7309, -4723, -50, 356, 104
4276, 7308, -5007, -39, 330, 77
4411, 7310, -4707, -48, 273, -16
4404, 7309, -4880, -76, 254, 15
4357, 7309, -4796, -75, 197, -80
4782, 7308, -4804, -35, 193, -95
4798, 7309, -4957, 51, 228, -155
5246, 7310, -4826, 84, 173, -125
5593, 7309, -4572, 82, 227, -186
5598, 7310, -3934, 183, 212, -116
5911, 7311, -3562, 198, 245, -220
6204, 7311, -3019, 245, 180, -98
6348, 7312, -2626, 164, 171, -188
6311, 7311, -1975, 305, 252, -278
6433, 7313, -1295, 300, 234, -348
6678, 7313, -701, 325, 187, -253
6614, 7312, -305, 222, 106, -172
6606, 7311, 217, 229, 6, -146
6273, 7311, 560, 57, 4, -184
6042, 7310, 819, 84, -19, -215
5692, 7309, 1099, 25, -31, -336
5265, 7310, 1236, -37, -90, -340
4835, 7309, 1331, -67, -36, -330
4425, 7309, 1239, -175, 9, -445
4238, 7308, 1109, -239, 106, -521
4052, 7308, 834, -273, 211, -647
3667, 7307, 490, -316, 270, -646
3353, 7307, 16, -345, 354, -538
3095, 7307, -553, -392, 422, -541
3009, 7307, -1148, -413, 478, -414
2645, 7307, -1957, -514, 505, -333
2250, 7307, -2611, -573, 536, -288
1561, 7308, -3435, -603, 503, -208
1346, 7307, -4310, -621, 528, -127
794, 7308, -5086, -539, 532, -153
5, 7309, -5784, -546, 435, -68
-966, 7308, -6572, -595, 334, 117
-1187, 7307, -7305, -599, 163, 304
-1607, 7308, -7747, -540, 2, 117
-1801, 7308, -7897, -265, -30, 329
-1789, 7308, -7900, -222, -96, 365
-1728, 7308, -7970, -188, -181, 268
-1931, 7308, -7840, -94, -307, 527
-2135, 7309, -7671, -50, -357, 485
-2265, 7310, -7546, 26, -397, 419
-2297, 7309, -7138, 93, -494, 340
-2526, 7309, -6754, 215, -601, 84
-3667, 7310, -6453, 295, -623, -128
-3480, 7313, -6144, 209, -743, 29
-3948, 7314, -5600, 308, -875, -140
-4146, 7316, -5091, 492, -858, -240
-4646, 7317, -4624, 536, -1031, -39
-5211, 7317, -4180, 492, -1108, -132
-5798, 7320, -3422, 506, -1145, -313
-5861, 7322, -3068, 603, -1158, -68
-6249, 7322, -2646, 587, -1136, -134
-6572, 7328, -2132, 525, -1127, -263
-6689, 7330, -1691, 569, -1015, -231
-6612, 7336, -1289, 612, -917, -342
-6437, 7343, -784, 627, -906, -390
-6222, 7350, -300, 682, -835, -429
-5710, 7356, 12, 674, -898, -126
-5389, 7360, 598, 533, -1019, 44
-4997, 7363, 1105, 449, -1103, 222
-4494, 7367, 1448, 272, -1170, 139
-4122, 7372, 2192, 184, -1168, 169
-3684, 7378, 2865, -43, -1167, 192
-3542, 7382, 3307, -29, -1265, 481
-3394, 7385, 3388, -347, -1249, 477
-3756, 7383, 3822, -221, -1194, 367
-3990, 7387, 4223, -9, -1210, 460
-4259, 7393, 4797, 57, -1007, 270
-4718, 7397, 5156, 122, -1129, 221
-5161, 7116, 5019, 28, -1139, 189
-5796, 6611, 4749, 106, -1115, 179
-6302, 6042, 4607, 310, -1061, 221
-6757, 5567, 4514, 385, -1110, 84
-7225, 4980, 4315, 446, -1122, 83
-7253, 4777, 4639, 481, -1161, 71
-7583, 4367, 4921, 457, -1245, -3
-7935, 3991, 5048, 375, -1338, -6
-7913, 3652, 5207, 289, -1419, -17
-8002, 3565, 5391, 133, -1508, -64
-8196, 3170, 5301, -32, -1610, -120
-8233, 2966, 5174, -243, -1649, -142
-8167, 2757, 4769, -430, -1692, -137
-8031, 2745, 4094, -562, -1756, -182
-7860, 2362, 3576, -640, -1789, -74
-7270, 2184, 2893, -664, -1812, -64
-7343, 2028, 1969, -616, -1845, -42
-6956, 2064, 1344, -537, -1854, -5
-6403, 1837, 522, -427, -1890, 43
-6221, 1585, -94, -295, -1882, -23
-5572, 1239, -363, -91, -1807, 148
-5073, 891, -495, -5, -1725, 153
-4582, 408, -736, 76, -1654, 225
-4131, -58, -618, 146, -1544, 262
-3925, -921, -609, 222, -1459, 273
-3981, -1557, -581, 238, -1355, 319
-3772, -2205, -718, 251, -1259, 412
-3813, -3076, -735, 286, -1211, 449
-3832, -3653, -685, 243, -1163, 471
-3985, -4201, -488, 252, -1177, 549
-3936, -4617, -665, 142, -1200, 547
-3948, -5349, -826, 155, -1199, 603
-4153, -5645, -785, 154, -1153, 611
-3935, -5968, -753, 203, -1112, 582
-3994, -6351, -605, 232, -1149, 625
-3960, -6608, -674, 229, -1144, 672
-4022, -7026, -540, 218, -1119, 665
-3978, -7178, -540, 174, -1144, 740
-3810, -7655, -219, 168, -1164, 723
-3781, -8080, -47, 119, -1158, 723
-3523, -8713, 185, 43, -1183, 720
-3343, -9207, 374, -20, -1164, 783
-3366, -9551, 706, -47, -868, 748
-2815, -9526, 1264, -23, -1504, 914
-2794, -9909, 2235, 25, -1310, 744
-2715, -10285, 2896, -8, -1227, 947
-2751, -10446, 3073, -226, -1216, 851
-2984, -10529, 3485, -183, -1190, 856
-3244, -10342, 3582, -161, -1099, 838
-3661, -10085, 3527, -37, -1063, 755
-3712, -10138, 3639, 20, -1113, 578
-3851, -10268, 3444, 73, -1107, 509
-4124, -10519, 3270, 199, -1125, 459
-3885, -10607, 3082, 351, -1048, 388
-3852, -10581, 2987, 426, -1022, 278
-4170, -10698, 2930, 508, -1061, 232
-4176, -10767, 3064, 610, -1090, 216
-3917, -10720, 3084, 663, -1143, 192
-4127, -10389, 3393, 765, -1128, 93
-3923, -10496, 3543, 775, -1115, 47
-4015, -10133, 3623, 806, -1161, 86
-4060, -10235, 3781, 755, -1192, 50
-3886, -9883, 3672, 657, -1195, -20
-4053, -9748, 4050, 631, -1229, -22
-3727, -9677, 3877, 545, -1239, -107
-3793, -9760, 4003, 585, -1283, -30
-3431, -9588, 4034, 508, -1320, -37
-3278, -9665, 4124, 515, -1343, -35
-3265, -9803, 4199, 523, -1344, -106
-3045, -9969, 4205, 505, -1322, -135
-2909, -10375, 3843, 596, -1309, -66
-2835, -10798, 3962, 636, -1265, -68
-2653, -10869, 3822, 676, -1214, -15
-2461, -11237, 3888, 720, -1194, 3
-2359, -11862, 3798, 748, -1137, -83
-2055, -11997, 3868, 739, -1109, -195
-1751, -12844, 4012, 806, -1203, -161
-1622, -13289, 4042, 798, -1232, -47
-1599, -14040, 3685, 812, -1151, -107
-1553, -14411, 3801, 842, -1150, -91
-1399, -14997, 3771, 807, -991, -96
-1407, -15605, 3885, 859, -1011, -92
-1455, -15944, 3730, 862, -974, -19
-1630, -16301, 3670, 822, -886, 30
-1769, -16793, 3639, 889, -826, 74
-1991, -16884, 3790, 867, -750, 129
-2161, -16721, 3902, 881, -796, -109
-2728, -17456, 3806, 949, -650, 205
-2941, -17568, 3410, 893, -599, 211
-3249, -17788, 3388, 983, -477, 208
-4001, -18098, 3418, 1129, -403, 392
-4232, -18186, 3515, 1126, -431, 305
-4504, -18326, 3509, 1064, -323, 296
-4689, -18632, 3734, 1150, -291, 260
-5154, -18596, 4018, 996, -385, 297
-5243, -18343, 4033, 958, -404, 491
-5631, -17831, 4107, 829, -410, 473
-5774, -17534, 4259, 853, -387, 533
-6055, -16796, 4005, 717, -321, 388
-6117, -16195, 4058, 701, -361, 356
-6481, -15937, 4002, 663, -312, 429
-6577, -15166, 3776, 588, -254, 377
-6557, -14702, 3673, 566, -276, 359
-6466, -14141, 3553, 431, -294, 217
-6697, -13809, 3563, 343, -279, 107
-6722, -13580, 3171, 269, -389, 160
-6554, -12864, 3133, 85, -378, 73
-6223, -12419, 2796, 176, -453, 61
-5951, -11740, 2489, 54, -488, -76
-5761, -11214, 2505, 113, -550, -189
-5334, -10341, 2489, 109, -546, -243
-4935, -9757, 2383, 178, -576, -278
-4495, -9034, 2289, 178, -615, -346
-4191, -8411, 2257, 171, -606, -389
-3419, -7695, 2121, 274, -632, -488
-3012, -6692, 2407, 246, -589, -515
-2849, -5904, 1929, 166, -577, -462
-2218, -5119, 1820, 121, -540, -401
-1881, -4403, 1340, 119, -521, -324
-1260, -3853, 1102, 150, -457, -253
-928, -2985, 509, 85, -358, -261
-526, -2541, 135, 151, -270, -152
22, -2375, -179, 234, -188, -109
192, -2080, -346, 215, -130, -64
676, -2155, -538, 299, -47, 44
897, -2117, -859, 250, -9, 84
1148, -2246, -1318, 148, 61, 150
1281, -2382, -1551, 183, 134, 245
1445, -2349, -1834, 273, 164, 253
1508, -2710, -2513, 102, 206, 352
1689, -2994, -2772, 96, 230, 441
1896, -2931, -3092, -121, 285, 518
1818, -2785, -3553, -110, 379, 629
1956, -2956, -3994, -11, 373, 630
2001, -2932, -3995, -45, 417, 809
2042, -3062, -4080, -179, 384, 764
1984, -3197, -4626, -157, 408, 804
1658, -3328, -4806, -125, 431, 846
1629, -3515, -4797, -124, 421, 909
1341, -3770, -4677, -137, 451, 927
1130, -3663, -4830, -125, 515, 1024
733, -3740, -4550, -156, 589, 1029
382, -4174, -4472, -127, 668, 1027
-49, -4587, -4345, -161, 688, 994
-294, -4586, -4476, -166, 703, 975
-728, -4910, -4229, -234, 711, 992
-1044, -4979, -4151, -277, 664, 967
-1316, -5139, -3756, -380, 622, 976
-1691, -5088, -3739, -443, 552, 901
-1654, -4454, -3743, -447, 336, 1214
-1978, -4147, -3578, -800, 355, 557
-2408, -4207, -3555, -570, 452, 588
-2384, -4099, -3464, -566, 434, 464
-2655, -4153, -3415, -596, 347, 344
-2804, -4002, -3263, -495, 292, 352
-2655, -3757, -3046, -489, 189, 272
-2499, -3469, -2760, -414, 154, 276
-2459, -3049, -2520, -405, 75, 178
-2536, -2536, -2311, -353, 25, 163
-2146, -2173, -1969, -295, -17, 161
-2342, -1935, -1808, -245, -17, 198
-2020, -1468, -1619, -189, -46, 142
-2005, -1545, -1226, -161, -34, 114
-1742, -1397, -902, -128, -50, 116
-1669, -986, -673, -137, -29, 112
-1576, -898, -461, -128, -30, 140
-1336, -796, -247, -193, -41, 118
-1225, -709, -167, -202, -43, 158
-886, -698, -217, -169, -79, 186
-812, -680, -42, -151, -16, 251
-619, -916, 12, -99, 44, 353
-372, -864, -285, -91, 163, 421
-199, -985, -706, -24, 251, 448
-17, -1107, -1118, 131, 372, 575
395, -1207, -1645, 225, 516, 646
764, -1121, -2136, 350, 534, 621
990, -936, -2214, 404, 578, 654
1198, -751, -2760, 429, 654, 685
1287, -654, -3180, 515, 662, 747
1398, -368, -3466, 639, 546, 731
1550, -69, -3766, 658, 523, 805
1635, -103, -3704, 711, 487, 829
1569, -18, -3897, 733, 445, 857
1566, 189, -3828, 785, 443, 892
1539, 219, -3985, 829, 415, 903
1611, 263, -3692, 842, 437, 877
1367, 335, -3679, 854, 398, 866
1313, 283, -3263, 855, 594, 626
1893, -290, -3267, 791, 165, 902
1697, -354, -2817, 774, 133, 825
1582, -102, -2406, 833, 119, 804
1539, -91, -1936, 738, 32, 772
1365, 141, -1982, 741, -26, 628
1302, -40, -1863, 753, -43, 454
1154, -214, -1863, 839, 1, 301
1276, -257, -1688, 929, 27, 232
1390, -438, -1517, 945, 5, 157
1374, -601, -1416, 957, -3, 113
1379, -640, -1685, 1006, 2, 42
1808, -707, -1674, 1013, -58, -23
1747, -857, -1722, 1056, -98, -82
1973, -1184, -1771, 1081, -140, -129
2114, -1262, -1715, 1079, -167, -107
2206, -1351, -1713, 1085, -207, -218
2508, -1641, -1635, 1143, -223, -214
2774, -2170, -1321, 1190, -257, -223
2721, -2084, -1184, 1229, -331, -280
3081, -2661, -1086, 1271, -349, -269
3176, -2978, -825, 1263, -372, -352
3368, -3164, -722, 1240, -368, -373
3659, -3307, -695, 1280, -355, -389
3676, -3721, -624, 1325, -320, -422
3715, -4076, -384, 1341, -299, -451
3622, -4335, -237, 1500, -244, -435
3476, -4323, -295, 1602, -193, -423
3854, -4207, -39, 1619, -244, -433
3838, -3754, 196, 1743, -303, -311
4019, -3913, 94, 1587, -53, -553
4120, -4018, 166, 1670, -55, -521
4230, -4372, 117, 1677, -36, -350
4245, -4350, -12, 1596, -81, -495
4110, -5019, -160, 1649, -61, -366
3900, -5198, 41, 1630, 44, -350
4044, -5491, 427, 1535, 95, -389
3837, -5474, 730, 1521, -9, -327
3448, -5492, 1058, 1377, -184, -316
3382, -5680, 1216, 1323, -225, -262
2859, -5686, 1369, 1240, -269, -217
2523, -5402, 1598, 1206, -289, -222
2158, -5276, 1695, 1254, -293, -222
1426, -5143, 1859, 1318, 70, -135
830, -4717, 2106, 1217, -102, -144
500, -4097, 2442, 1273, -203, -113
130, -3352, 2343, 1233, -329, -327
6, -3319, 2112, 1441, -341, -460
-175, -3674, 2201, 1412, -277, -533
-250, -3928, 2175, 1445, -345, -548
-159, -4331, 2034, 1512, -318, -531
-383, -5152, 1899, 1473, -220, -633
-243, -5521, 1557, 1595, -107, -381
-407, -5568, 1646, 1524, -27, -316
-356, -5219, 1849, 1519, -62, -263
-561, -4538, 2038, 1519, -152, -300
-590, -4209, 2313, 1476, -276, -420
-859, -4137, 2379, 1496, -245, -396
-1281, -4053, 2336, 1472, -114, -406
-1504, -4510, 2092, 1364, -121, -506
-1708, -4472, 2129, 1322, -110, -316
-1987, -4701, 2166, 1361, -24, -203
-2044, -4621, 2103, 1105, -53, -328
-2254, -4517, 1960, 1051, -64, -346
-2481, -4436, 1889, 1097, -115, -338
-2544, -4188, 1776, 1082, -165, -406
-2589, -4087, 1956, 1126, -180, -414
-2647, -3801, 1828, 1098, -152, -388
-2608, -3602, 1832, 1086, -122, -373
-2564, -3372, 1937, 1069, -133, -371
-2473, -3197, 2051, 1009, -132, -375
-2536, -2742, 2039, 925, -109, -378
-2323, -2465, 2193, 898, -59, -345
-2259, -2098, 2129, 776, -99, -418
-2232, -2001, 2158, 753, -75, -415
-2256, -1565, 2068, 663, -44, -419
-2020, -1541, 1807, 625, -77, -425
-2005, -1560, 1829, 647, -62, -389
-1637, -1430, 1678, 607, 10, -389
-1143, -1333, 1774, 645, 76, -343
-1265, -1532, 1630, 680, 115, -326
-727, -1412, 1483, 683, 126, -251
-512, -1631, 1506, 674, 121, -228
-310, -1354, 1410, 651, 119, -153
-252, -2243, 1254, -28, 214, -450
-33, -2183, 1658, 820, -55, -44
-45, -2154, 1945, 690, -20, -66
-190, -2123, 2322, 571, -93, -279
-414, -2079, 2456, 448, -26, -220
-664, -2003, 2317, 409, -10, -251
-724, -2062, 2219, 521, 41, -273
-676, -1978, 2413, 500, 67, -341
-769, -2444, 2840, 462, 49, -357
-886, -2644, 2881, 365, -11, -356
-944, -2833, 2914, 406, -76, -262
-1028, -3309, 2834, 285, 83, -503
-1147, -3580, 2428, 392, 57, -381
-1044, -3828, 2515, 468, 99, -328
-1178, -3825, 2290, 526, 114, -259
-1257, -4089, 1971, 332, 58, -307
-1169, -4034, 1961, 611, 96, -233
-1116, -4057, 1775, 588, 127, -338
-1241, -3915, 1642, 658, 190, -331
-1391, -3990, 1651, 659, 253, -314
-1633, -4049, 1649, 668, 314, -204
-1693, -4097, 1997, 656, 302, -165
-1904, -4173, 2045, 655, 344, -115
-2351, -4164, 2146, 564, 350, -87
-2608, -4327, 2336, 546, 391, -35
-3114, -4523, 2535, 484, 462, 29
-3580, -4345, 2380, 479, 542, 141
-3846, -4488, 2439, 393, 595, 202
-4230, -4672, 2428, 394, 646, 304
-4383, -4158, 2629, 320, 732, 415
-5076, -4106, 2491, 275, 800, 433
-5094, -4058, 2509, 223, 805, 422
-5409, -4018, 2486, 226, 823, 481
-5640, -3619, 2241, 235, 816, 519
-5690, -3812, 2208, 202, 821, 536
-5606, -3870, 2234, 296, 785, 507
-5826, -3744, 1983, 341, 834, 479
-5923, -3751, 2057, 371, 841, 512
-5618, -3562, 2122, 341, 814, 487
-5960, -3427, 2031, 350, 754, 482
-5863, -3520, 1914, 315, 757, 411
-5861, -3407, 1664, 264, 731, 289
-5711, -3441, 1740, 348, 684, 541
-5665, -3233, 1766, 243, 694, 399
-5617, -3329, 1689, 199, 752, 352
-5707, -3261, 1389, 215, 680, 429
-5570, -3165, 1435, 234, 698, 500
-5460, -3296, 1548, 188, 788, 418
-5351, -3337, 1315, 189, 802, 370
-5232, -3416, 1549, 212, 761, 410
-4956, -3435, 1327, 179, 788, 441
-4912, -3499, 1364, 178, 796, 395
-4631, -3634, 1204, 179, 796, 447
-4539, -3739, 1354, 205, 846, 450
-4413, -3857, 1019, 207, 808, 436
-4177, -3780, 788, 272, 827, 417
-3823, -3691, 465, 297, 875, 462
-3655, -3582, 410, 346, 850, 433
-3310, -3244, 451, 420, 902, 425
-3006, -3210, 299, 457, 915, 416
-2804, -3204, -83, 484, 891, 366
-2646, -3433, -199, 543, 877, 293
-2275, -3773, -162, 524, 865, 283
-1837, -3943, -125, 561, 901, 318
-1963, -4095, -541, 600, 928, 312
-1862, -3927, -368, 635, 965, 302
-2089, -3763, -203, 659, 942, 299
-1850, -3850, -324, 709, 919, 363
-1738, -3463, -244, 651, 987, 177
-1682, -3319, -84, 788, 1045, 190
-1533, -2808, -36, 702, 1075, 360
-1661, -2913, 10, 733, 1159, 311
-1807, -2559, -238, 794, 1190, 321
-1684, -2324, -23, 816, 1271, 335
-1427, -2093, -213, 870, 1306, 306
-1550, -1954, -31, 865, 1322, 304
-1456, -1633, -243, 869, 1399, 370
-1094, -1645, 14, 929, 1475, 393
-968, -1395, -185, 899, 1463, 351
-875, -1441, -338, 965, 1482, 402
-638, -1335, -275, 963, 1540, 474
-541, -946, -319, 919, 1555, 451
-712, -924, -503, 918, 1556, 425
-638, -944, -675, 964, 1664, 445
-633, -1070, -787, 986, 1728, 412
-598, -1269, -952, 990, 1770, 525
-797, -1207, -892, 1003, 1724, 594
-701, -992, -942, 1023, 1750, 644
-751, -652, -800, 986, 1726, 667
-989, -637, -852, 926, 1752, 712
-1274, -696, -757, 817, 1762, 565
-1445, -387, -696, 850, 1780, 698
-1478, -236, -561, 1041, 1915, 918
-1705, -319, -516, 673, 1720, 603
-1784, -153, -384, 760, 1718, 716
-2041, 15, -371, 728, 1698, 657
-2141, 228, -328, 673, 1645, 624
-1938, 296, -342, 684, 1581, 581
-2175, 567, -285, 762, 1600, 559
-1843, 923, -239, 735, 1561, 529
-1961, 1083, -215, 812, 1510, 517
-1725, 1445, -220, 762, 1455, 472
-1478, 1659, -288, 805, 1429, 455
-1064, 1966, -228, 800, 1426, 417
-936, 2274, -228, 825, 1367, 387
-581, 2536, -119, 896, 1358, 358
-301, 2728, -165, 860, 1357, 353
-60, 3118, -106, 885, 1355, 360
69, 3484, -227, 860, 1343, 306
394, 3685, -202, 930, 1381, 394
379, 3893, -223, 861, 1370, 357
699, 4114, -388, 868, 1378, 367
842, 4257, -470, 894, 1343, 395
947, 4362, -703, 871, 1330, 322
1363, 4685, -781, 895, 1398, 456
1574, 4786, -643, 901, 1389, 423
1386, 4959, -585, 942, 1413, 453
1735, 4898, -743, 917, 1406, 416
1906, 4950, -773, 961, 1410, 475
1884, 5072, -838, 1032, 1433, 480
1837, 5260, -766, 993, 1396, 430
2071, 4904, -935, 1059, 1432, 490
2038, 5036, -756, 1069, 1444, 474
1796, 4938, -755, 1146, 1506, 542
1776, 4999, -867, 1125, 1491, 476
1714, 4888, -907, 1113, 1450, 498
1665, 5102, -820, 1080, 1437, 533
1386, 5174, -857, 1028, 1364, 432
1136, 5092, -599, 978, 1318, 401
866, 5020, -555, 950, 1301, 374
